decision_id,label,default,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,brand,carrier,device_name,gms_version,manufacturer,network_type,screen_height,screen_width,screen_dpi
57c3c91c-f70e-4ff7-b359-2ca9896e6ed0,modeling,0,,24564.9,91933.23,1,67,125257.6,0,0,3,0,4120.67,1084.87,0,83,254,11,1.28,0,0,0,0,0,116010.8,0,0,1,1.23,198710.78,0,24030.88,0.36,1.16,0,0,0,5,8,15739.11939,63690.31,0,141242.06,0,801.03,,,,0,2762.18,0,0,samsung,JIO 4G | Jio 4G,Samsung SM-M205F,20.50.16 (120400-351607135),samsung,Unknown_0,2129,1080,xhdpi
59871ec1-b857-4f5c-bca4-0bc3b9864b7a,modeling,0,,120867.83,20433.93,1,107,156034.99,1,0,1,0,8152.83,3620.66,0,9,91.87,8,0.1,0,0,0,0,0,440553.67,0,0,0,0.29,665106.87,0,80567.51,0.42,0.86,0,0,0,0,0,7850.191842,79339.83,0,66807.82,0,2999.08,,,0,0,,0,0,OPPO,Jio 4G,OPPO CPH1911,20.50.16 (120408-351607135),OPPO,Unknown_0,2132,1080,xxhdpi
5d45da6a-10c3-4552-93a7-683a12612afa,modeling,0,,8201.41,1470.2,0,28,21296.66,0,0,0,0,298.99,190.22,0,175,3867,1,2.49,0,0,0,0,0,33551,0,0,0,13.62,34620,0,8201.41,0.24,0.82,0,0,0,0,0,,13038.77,0,9325.74,0,342.3,,,0,0,1274,0,0,realme,Vodafone IN,Realme RMX1925,20.45.16 (120406-344294571),realme,Unknown_0,1456,720,xhdpi
5d9074c2-e7dc-456c-a18b-a800fceee8ad,modeling,0,1,33259.53,75703.38,2,80,14778.29,0,0,1,88873,9582.2,2217.72,0,1088.17,275.18,3,0.71,0,2,0,0,0,161967.55,0,2,0,0.23,599863.45,0,33641.47,0.41,1.46,0,0,0,0,0,7453.330069,8525.94,0,115774.87,2,1121.38,0,611.6,0,0,2969.43,0,0,OPPO,Jio 4G,OPPO CPH1803,20.50.16 (040406-351607135),OPPO,4G,1424,720,xhdpi
743907c5-fe1d-4fd4-a38c-7d99ce220c85,modeling,1,,218541.26,4175,0,163,109165.66,0,0,0,0,2081.57,4966.98,0,2055,17500,0,1.78,0,0,0,0,0,908957.88,0,0,0,24.06,908957.88,0,218541.26,1.92,1.09,0,0,0,0,0,1667.850325,58481.6,0,57719.91,0,9855.78,,,0,0,5201.54,0,0,xiaomi,Jio 4G,Xiaomi Redmi Note 8,20.36.15 (100400-333172415),Xiaomi,4G,2130,1080,xhdpi
7697fe04-3f15-4ccc-b8e5-8abf64e4dd5d,modeling,0,3,197.73,10747.88,0,25,8005,0,0,2,0,2350.17,241.93,0,0,15,4,2.4,0,1,0,0,0,44273.77,26008.66,0,1,,57159.77,0,5035.23,0.09,37.32,0,0,0,0,0,526.159938,4366.36,0,14327.77,1,167.84,0,353,-221,0,185.56,0,0,vivo,Jio 4G,Vivo 1935,20.50.16 (120408-351607135),vivo,Unknown_0,2115,1080,xxhdpi
8cba19a5-3c1c-494f-a1d8-e91f4d134b86,modeling,0,1,5333.33,106933.53,0,4,63175.73,2,0,0,0,16222.22,399.71,0,63175.73,63175.73,3,0.82,0,0,0,0,0,73000,25434,0,0,275.71,73147.5,0,5333.33,0.04,3.04,0,0,0,0,0,707.085979,32677.1,0,134914.3,0,228.57,0,0,0,0,,0,0,Xiaomi,airtel,Xiaomi Redmi 5A,20.45.16 (040406-344294571),Xiaomi,4G,1280,720,xhdpi
a25ba51f-2e5e-4c8d-b922-a3ff9a5db12a,modeling,0,1,887443.66,912.01,0,278,147830.59,0,0,0,0,81534.73,11753.37,0,0,319,24,1.34,0,0,0,0,0,2162620.21,264310.44,0,0,12.39,2162620.21,0,887443.66,3.76,0.99,0,0,0,41,59,,147830.59,0,126853.86,0,29581.46,1,0,0,0,10010.71,0,0,,,,,,,,,
a8dc458c-454a-461c-bafb-0fb2fe4887d2,modeling,0,3,11132.63,480.65,0,112,8259.12,1,0,2,300000,6263.98,393.31,0,13,418,97,1.04,0,0,0,0,0,30923,150,1,0,2.19,155514.77,0,8719.6,0.22,1.08,0,0,0,0,0,948.147665,8259.12,0,9624.9,0,290.65,0,0,0,0,,0,0,vivo,IND airtel,Vivo 1716,21.02.14 (040406-352619232),vivo,4G,1356,720,xhdpi
c1658ccd-bae7-49e4-b55c-8ca82197f55a,modeling,0,0,10810.17,42055.23,0,66,51566.7,0,0,0,0,4750,547.83,0,23485.2,33130.7,10,0.9,0,0,0,0,0,87368.03,0,0,0,2.82,160697.23,0,9094.31,0.13,1.5,0,0,0,0,0,,26220.36,0,35852.99,0,303.14,0,0,0,0,3914.75,0,0,OPPO,Airtel,OPPO CPH1801,20.42.17 (040406-342117392),OPPO,4G,1280,720,xhdpi
c82de679-f8df-4e05-9b9c-842443811cf5,modeling,0,0,219930.19,190360.17,0,139,144142.69,0,0,0,0,1895.55,10594.2,0,130480,140174,1,0.04,0,0,0,0,0,681842.23,13319.08,0,0,0.01,1938738.7,0,219930.19,1.01,1.24,0,0,0,0,1,,83159.24,0,358031.6,0,8936.34,0,0,0,0,400,0,0,vivo,Vodafone IN,Vivo 1723,20.39.15 (100408-335085812),vivo,4G,2075,1080,xxhdpi
c9984488-6362-49d0-a458-86cda528ac45,modeling,1,4,136241.07,166330.41,0,22,251092.06,0,0,0,0,38045.99,1003.99,0,77620.86,108851,0,1.5,0,0,0,0,0,183730.17,4083.72,0,0,,183730.17,0,136241.07,1.47,0.9,0,0,0,1,1,,538054.41,0,538054.41,0,13624.11,4,2113,0,0,18449.29,0,0,,,,,,,,,
cbf2a93c-1e97-4331-bd3c-8b302eec8e4e,modeling,1,2,384040.72,35167.86,0,87,620637,0,0,1,0,37532.61,5449,1,91.89,174909,18,2,0,0,0,0,0,997166.82,8895,0,0,8.41,997166.82,0,384040.72,0.95,0.85,0,0,0,2,5,2594.677542,315578.14,0,259269.47,0,12801.36,0,1320,0,0,17118.51,0,0,1adf226181a300eb,,42a5f38bbe4555ed 1adf2261823cb08d,20.36.15 (120408-333172415),42a5f38bbe4555ed,4G,2132,1080,xxhdpi
d4fa601f-12e1-4420-bec4-ceaa85ca1b95,modeling,0,,156567.23,952,0,136,31676.51,0,0,1,,8219.18,4242.53,1,65,127,4,0.49,,,0,,0,622995.58,,,0,0.57,776383.13,0,156567.23,1.17,1,0,,,0,0,2558.29807,16106.7,0,110646.11,,6568.63,,,0,0,1755.43,0,,Infinix,Jio 4G,INFINIX MOBILITY LIMITED Infinix X660,20.39.15 (120408-335085812),INFINIX MOBILITY LIMITED,Unknown,2196,1080,xxhdpi
e7ff207c-aa63-44f7-b5a3-f9349f16f8bb,modeling,0,0,30656.36,243977.67,1,18,282381.6,0,0,2,0,4411.76,1247,0,190259,74491.69,5,0.85,0,0,0,0,0,77363.02,0,0,0,0.71,228201.02,0,30656.36,0.12,1.1,0,0,0,0,0,,146059.45,0,366489.91,0,1021.88,0,0,,0,3301.88,0,0,vivo,Vodafone IN,Vivo 1915,20.36.15 (100408-333172415),vivo,Wifi,2130,1080,xxhdpi
f2d3a2cd-acd2-4ceb-b260-6c7a7005d06b,modeling,0,0,83046.54,8606.91,1,185,98167,1,0,3,0,48024.36,2765.58,1,7386,12483,56,0.88,0,0,0,0,0,344247.68,0,0,0,1.6,624882.63,0,81410.33,0.83,1.1,,0,0,2,2,2599.358933,55566.23,0,62668.42,0,2713.68,0,0,0,0,5,,0,OPPO,AIRTEL,OPPO CPH1969,20.47.14 (120408-349456378),OPPO,Wifi,2208,1080,xxhdpi
f865eb85-3c00-4a35-bbaa-008ed86a9f69,modeling,0,0,131597.55,13626.35,0,67,77819,0,0,0,0,2830.19,1280.04,0,23619,25969,1,1.77,0,0,0,0,0,234247.71,2190,0,0,,234247.71,0,131597.55,2.91,1.01,0,0,0,6,6,3210.24528,44895.58,0,44895.58,0,10108.22,0,0,0,0,588.58,0,0,Redmi,airtel,Xiaomi Redmi Note 8 Pro,20.50.16 (120400-351607135),Xiaomi,Unknown_0,2134,1080,xhdpi
fa73b60f-2aa0-4de9-ad39-afa57264827b,modeling,0,0,73758.47,3906.01,0,211,24044.71,0,0,0,0,15369.47,1323.73,0,1007.79,1917.24,24,1.2,0,0,0,0,0,236179.43,548,0,0,2.15,243565.43,0,73758.47,2.22,1.01,0,0,0,0,0,155.66808,24044.71,0,33247.56,0,2458.62,0,0,0,0,3264.8,0,0,vivo,airtel,Vivo 1915,20.47.14 (100408-349456378),vivo,4G,2130,1080,xxhdpi
042a2331-772f-4966-9ffa-d45788e768d2,modeling,1,1,26632.63,3284.31,0,156,14174.75,0,0,2,0,4937.14,895.71,0,14,7340,0,1.7,0,0,0,0,0,90834.5,12,0,0,1.54,164810.5,0,26632.63,1.08,1.19,0,0,0,0,0,650.745563,14174.75,0,14609.78,0,1071.43,0,0,,0,2191.06,0,0,OPPO,Jio 4G,OPPO CPH1945,20.50.16 (120408-351607135),OPPO,Unknown_0,2208,1080,xxhdpi
07834406-f3eb-4e05-a711-706b5e864eed,modeling,1,0,9272.67,798.99,0,3,,0,0,1,0,1666.67,60.85,0,3265.97,3265.97,1,0,0,0,0,0,0,11135.03,0,0,0,,11215.03,0,6545.41,0.01,0.2,0,0,0,0,0,,,0,4158.99,0,247.27,0,0,0,0,,0,0,vivo,Jio 4G,Vivo 1723,20.45.16 (100408-344294571),vivo,4G,2075,1080,xxhdpi
0fa68de1-7069-47b4-bd0c-5b3cb311a7d7,modeling,1,2,73486.17,7103.86,0,147,22612,1,0,1,0,13640.43,1035.08,0,2057,1879,1,0.52,0,0,0,0,0,190454.79,0,0,0,9.89,190454.79,0,73486.17,2.13,1.13,0,0,0,0,1,1351.755625,22612,0,61707.1,0,2449.54,1,0,0,0,3334.5,0,0,OnePlus,airtel,OnePlus HD1901,20.45.16 (120400-344294571),OnePlus,Unknown_0,2290,1080,xhdpi
14805a0d-3666-4d64-8a2d-fa79d8bba8ac,modeling,1,3,125084.85,22440.86,1,120,21995.39,0,0,1,50000,15155,4971.93,2,14.39,5.62,10,0.28,0,0,0,0,0,722454.19,5355.72,1,0,0.21,1894298.65,0,202145.95,0.49,1.19,0,0,0,3,34,6238.797742,11184.1,0,125630.64,0,6738.2,0,17.78,0,0,6121.5,0,0,Realme,CellOne,Realme RMX1945,20.42.17 (100406-342117392),Realme,Wifi,1412,720,xhdpi
242840ca-db2e-487c-95b4-57fcfedd82d5,modeling,1,,12659.48,17944.19,0,79,35479.38,0,0,0,,2333.33,355.07,0,28919.38,29519.38,3,0.66,,,0,,0,34115.94,,,0,0.72,86166.4,0,9791.36,0.15,2.7,0,,,0,0,,18040.36,0,23085.1,,326.38,,,0,0,250.5,0,,OPPO,JIO 4G,OPPO CPH1819,20.04.14 (040408-294335909),OPPO,4G,2136,1080,xxhdpi
258e2bd2-cbee-46f2-b3db-e13875795789,modeling,0,1,90801.85,403.43,2,321,41858,0,0,1,5292,8083.33,3241.11,1,154.2,401,9,1.92,0,0,0,0,0,470254.76,11800,2,0,4.77,637477.15,0,80253.2,1.47,1.13,0,0,0,0,0,4046.752348,41858,0,19625.01,0,2675.11,1,3437.5,0,0,4339.25,0,0,OPPO,Jio 4G,OPPO CPH1823,20.50.16 (120408-351607135),OPPO,Wifi,2128,1080,xxhdpi
2e94d880-bb4d-432d-a51e-fd7d426a8093,modeling,0,2,83730.96,1536.02,1,24,3573.4,0,0,1,0,0,2848.76,0,185,3573,0,0,0,0,0,0,0,95727.6,1671,0,0,0,697822.2,0,84945.77,0.1,0.96,0,0,0,0,0,497.887915,1816.98,0,65952.55,0,2831.53,0,0,1179,0,,0,0,samsung,airtel,Samsung SM-A730F,20.47.14 (100400-349456378),samsung,4G,2094,1080,xhdpi
317ac787-d7eb-49b5-8e8f-7ca4843efae4,modeling,0,,406276.16,11127.19,0,331,75279.89,0,0,1,0,9572.83,14170.63,0,1402.64,8264.59,3,0.66,0,0,0,0,0,1378586.3,0,0,0,0.61,2676684.29,0,334057.82,1.7,1,0,0,0,2,2,198.006629,75279.89,0,99830.72,0,12848.38,,,0,0,5542.64,0,0,vivo,JIO,Vivo 1904,20.45.16 (100406-344294571),vivo,4G,1407,720,xhdpi
389c8731-f7ff-4687-99ba-36a8818168eb,modeling,0,1,11775,12715.47,0,131,10810.09,0,,1,0,2700.12,530.77,0,3810.09,3810.09,3,2.49,0,0,0,0,0,48742.24,10000,0,0,13.57,628634.87,0,27336.5,0.38,1.55,0,0,0,2,40,12190.50803,6756.31,0,34265.94,0,984.11,0,0,,0,5160,0,0,samsung,Airtel | airtel,Samsung SM-J701F,20.50.16 (100306-351607135),samsung,4G,1280,720,xhdpi
398d03dd-9d42-4586-89c7-d02f816da3c4,modeling,0,,6156.25,4318.7,0,8,9862.45,0,0,1,,3125,44.78,0,6622,6622,0,1.6,,,0,,0,8240,,,0,,8240,0,6156.25,0.44,0.84,0,,,0,0,7729.399555,6432.03,0,6432.03,,547.22,,,0,0,9850,0,,xiaomi,Jio 4G,Xiaomi Redmi Note 4,20.50.16 (040408-351607135),Xiaomi,Wifi,1920,1080,xxhdpi
3f7d6bfe-97f2-4e89-a1da-6dfa3730891a,modeling,0,0,47652.99,3454.66,0,275,30790.44,0,0,0,34119.4,11789.13,1938.17,0,546.23,518.19,16,2.13,0,0,0,0,0,225016.66,0,3,0,4.45,415978.2,0,33476.13,1.02,1.16,0,0,0,0,0,2688.520306,18112.02,0,19005.12,0,1240.32,0,0,0,0,6107.69,0,0,OPPO,airtel,OPPO CPH1803,20.47.14 (040406-349456378),OPPO,4G,1424,720,xhdpi
5409d93b-86eb-42bf-84ff-55e3d530cd46,modeling,0,1,159611.91,30609.43,0,200,102355.61,0,0,3,52000,15998.17,5676.28,1,2791.09,9066,13,1.25,0,2,0,0,0,638579.23,64943.51,2,0,1.99,1293368.4,0,138973.88,0.84,1.1,0,0,0,0,0,734.64037,52045.23,0,86663.87,2,5213.94,0,0,0,0,12271.7,0,0,samsung,Jio 4G,Samsung SM-G610F,20.50.16 (040308-351607135),samsung,4G,1920,1080,xxhdpi
62c90061-2642-4834-a3e9-46cab9948f16,modeling,0,1,24904,189.39,0,66,35320,0,0,0,0,3258.94,598.74,0,133.49,1571,1,2.16,0,0,0,0,0,108970.88,3000,0,0,15.42,108970.88,0,24904,0.77,1.13,0,0,0,0,2,36096.43454,35320,0,19041.45,0,1119.71,0,0,0,0,2639.15,0,0,samsung,Jio 4G,Samsung SM-M205F,20.50.16 (120400-351607135),samsung,Wifi,2129,1080,xhdpi
75256cb1-129f-439c-901b-814f3933e8e4,modeling,0,,59475.16,2033.47,0,17,67534.58,0,0,1,,56977.04,875.98,2,2541.84,14288.94,10,2.51,,,0,,0,160304.04,,,0,,160304.04,0,59475.16,0.37,1.06,0,,,0,0,1342.474512,36837.04,0,29527.3,,3275.44,,,0,0,6873.09,0,,OPPO,Vi India,OPPO CPH1923,20.39.15 (100406-335085812),OPPO,4G,1412,720,xhdpi
79db4ee3-81bc-40ea-a725-2eb8b89b111c,modeling,1,1,306989.57,37.36,0,81,259549.32,0,0,1,0,0,1791.7,1,68.5,125958,0,1.87,0,0,0,0,0,329671.9,7117,0,0,,329671.9,0,306989.57,3.12,0.58,0,0,0,0,0,981415.7982,141572.36,0,141572.36,0,22040.28,1,0,,0,6456.29,0,0,realme,,Realme RMX2001,20.36.15 (120408-333172415),realme,4G,2153,1080,xxhdpi
821e983d-5062-4727-9d9d-18323e8aa8f8,modeling,1,2,348933.2,13973.82,0,90,620669.76,0,0,1,0,36810.46,4743.8,1,1243,81509,19,1.86,0,0,0,0,0,867588.33,24280,0,0,25.96,872858.33,0,348933.2,0.92,0.76,0,0,0,1,4,138123.1126,315594.79,0,237225.65,0,11631.11,0,1650,0,0,15995.05,0,0,realme,airtel,Realme RMX1992,20.36.15 (120408-333172415),realme,Wifi,2132,1080,xxhdpi
83755fc6-6bc5-46f9-896f-78b4d049ec3a,modeling,0,0,36190.32,11484.61,0,71,71135.2,0,0,0,0,9394.25,1673.54,0,433,4991,8,1.94,0,0,0,0,0,255709.8,0,0,0,3.89,306258.27,0,36190.32,0.52,1.47,0,0,0,2,9,,40265.21,0,38139.8,0,1470.51,0,0,0,0,13867.67,0,0,xiaomi,Vodafone IN,Xiaomi Redmi Note 5,20.50.16 (040408-351607135),Xiaomi,4G,2030,1080,xhdpi
a9139112-2050-4ba4-95ba-57c9c5b5035b,modeling,0,0,586103.85,258.74,0,246,509972.62,0,0,0,0,44316.67,19119.63,0,98.62,177.62,92,1.81,1,0,0,0,0,3514011.81,79000,0,0,,7098985.25,0,570257.49,0.67,1,0,1,0,32,103,7084.900306,509972.62,0,143087.21,0,19008.58,0,0,0,0,96363.64,0,0,,,,,,,,,
aad440e7-9557-449c-981c-879df674f55e,modeling,0,0,9741.47,34288.18,1,74,35746,1,0,1,0,999.17,147.3,0,33315,33359,7,0.74,1,0,0,0,0,20331,0,0,0,1.18,174163.28,0,7016.19,0.16,0.38,0,1,0,0,2,8122.372535,35746,0,43393.33,0,233.87,0,0,0,0,5,0,0,Xiaomi,airtel,Xiaomi Redmi 7A,20.33.15 (100306-330018294),Xiaomi,4G,1344,720,xhdpi
af09a4db-5482-4258-b513-d258e2012259,modeling,0,,189200.22,1355.5,0,49,351944.21,0,0,0,,18202.25,1113.81,0,1404.91,148552,7,0.57,,,0,,0,203826.7,,,0,,203826.7,0,189200.22,0.83,0.36,0,,,0,0,3585.418844,178954.68,0,147604.5,,9513.46,,,0,0,11933.5,0,,vivo,Idea,Vivo 1716,20.47.14 (040406-349456378),vivo,4G,1356,720,xhdpi
afd0a675-102b-4cfa-a72f-01491a477ac0,modeling,0,1,44530.49,1000.48,0,215,29919,0,0,1,118833.33,12225.17,1851.81,1,3.22,910,0,1.63,0,0,0,0,0,206886.57,0,8,0,1.99,340323.06,2,41966.37,1.13,1.2,0,0,0,0,0,1304.704907,15746.84,0,22269.11,0,1398.88,0,0,0,0,5505.36,0,0,OnePlus,Jio 4G,ONEPLUS A6010,20.50.16 (120400-351607135),OnePlus,Unknown_0,2260,1080,xhdpi
c1c33035-c420-4055-9ada-af1623c2a66d,modeling,0,1,233656.88,4509.95,0,88,6004.24,0,0,0,0,1482.61,6315.23,0,1792,3998,0,0.01,0,0,0,0,0,1047739.23,12700,0,0,0.01,1162001.73,0,233656.88,0.81,1.05,0,0,0,3,17,990.408592,3216.56,0,38147.25,0,9952.05,0,0,0,0,2003.33,0,0,xiaomi,IND airtel,Xiaomi Redmi Note 7 Pro,20.50.16 (120400-351607135),Xiaomi,Unknown_0,2131,1080,xhdpi
c3b0cbab-1e0b-4868-8bb1-4e74aa49000e,modeling,0,2,16789.47,15287.8,0,181,21905,0,0,10,0,5900,638.96,0,147.54,15208,39,0.5,0,0,0,0,0,83529.97,7100,0,0,0.49,389439.62,0,27952.76,0.43,1.32,0,0,0,0,0,2257.453754,11138.14,0,34435.67,0,994.15,0,0,0,0,73.45,0,0,xiaomi,Jio 4G,Xiaomi Redmi Note 5 Pro,20.50.16 (040408-351607135),Xiaomi,4G,2030,1080,xhdpi
c934a64b-c46d-4e5c-9b81-044b6c2edc42,modeling,0,0,6590.61,1436.68,0,10,86,0,0,3,0,124.83,234.46,1,84.49,86,1,0,0,0,0,0,0,16271.51,0,0,0,0,117169.51,0,8420.01,0.03,10.83,0,0,0,0,0,6261.363382,368.57,0,10645.93,0,304.39,0,0,0,0,1,0,0,xiaomi,Jio 4G,Xiaomi Redmi Note 4,19.6.29 (040408-278422107),Xiaomi,4G,1920,1080,xxhdpi
dbd41789-ee33-400c-9f76-8d546474c738,modeling,0,0,33435.39,61.5,0,22,24088,0,0,1,0,17459.02,316.74,0,13,10127,4,1.8,0,0,0,0,0,58280,0,0,0,,58280,1,33435.39,0.36,0.86,0,0,0,0,0,2426.907278,12248.14,0,24085.97,0,1114.51,0,0,0,0,5002.2,0,0,samsung,Jio 4G,Samsung SM-G615F,20.50.16 (040300-351607135),samsung,4G,1920,1080,xhdpi
eccbad85-efdf-4245-a8ed-7d38236bf7a4,modeling,0,8,3463278.96,11454.55,0,368,542944,0,0,3,15000,412406.58,35141.94,0,21000,37047.33,73,1.87,0,0,0,0,0,6430974.91,82810,1,0,,6430974.91,0,3463278.96,14.15,0.99,0,0,0,66,66,15364.05039,296151.27,0,296151.27,0,248645.67,5,46761.5,0,0,39876.76,0,0,943a681d922e77b,,638b5f4f86dfed5d 943a681d9bc971d,20.36.15 (100300-333172415),638b5f4f86dfed5d,Wifi,1920,1080,xhdpi
0162517a-a602-4601-a638-55ce6604f1e3,modeling,1,,14259.02,154.41,0,32,,1,0,1,,6684.56,2019.59,0,53.25,215.78,8,0,,,0,,0,42012.5,,,0,,371604,0,14259.02,0.27,3.3,0,,,0,1,,,0,64610.83,,595.12,,,0,0,,0,,,,,,,,,,
050392fe-b7d7-4352-9a51-112a98b4595e,modeling,1,7,3325417.73,39.86,0,338,377674.66,0,0,2,0,553472,16672.04,1,78.39,30009,60,1,0,1,0,0,0,3067656.02,259610,0,0,,3067656.02,0,3325417.73,11.27,0.92,0,0,0,39,39,18584.47969,192037.96,0,192037.96,1,110847.26,5,42519.5,0,0,15133.4,0,0,,,,,,,,,
1702c1f2-de58-4fdb-bbfd-f3357f6d37dd,modeling,0,2,145523.61,3294.24,0,172,96503.51,1,0,0,0,71250,3071.41,0,612,13691.62,31,1.39,0,0,0,0,0,456552.28,24801,0,0,1.79,562067.28,0,145523.61,1.43,0.98,0,0,0,2,8,11171.60102,49069.58,0,50897.07,0,4850.79,0,0,0,0,8575.5,0,0,vivo,IND airtel,Vivo 1820,20.50.16 (040406-351607135),vivo,4G,1436,720,xhdpi
1da221fc-7867-4b83-976b-a4551f12b02f,modeling,0,,262054.59,496.82,0,159,70518.46,0,0,1,0,153.03,10757.6,0,590.92,18226,0,0.49,0,0,0,0,0,1855797.7,0,0,0,4.08,1968641.03,0,262054.59,1.11,1.34,0,0,0,0,1,2476.264548,35856.84,0,111484.22,0,10567.7,,,0,0,8129.44,0,0,motorola,airtel,Motorola Moto G (5) Plus,20.50.16 (040308-351607135),motorola,4G,1776,1080,xxhdpi
2b383125-bac7-47c8-a46b-84975d3561e2,modeling,1,1,95392.08,5856.06,0,85,43782.32,0,0,1,0,0,1207.72,2,10150.5,25939,0,1.77,0,0,0,0,0,222220.9,7117,0,0,,222220.9,0,95392.08,3.7,1.32,0,0,0,0,0,62716.91378,25259.03,0,25259.03,0,7327.22,1,0,0,0,1994.7,0,0,Xiaomi,Idea,Xiaomi Redmi 8,20.33.15 (100406-330018294),Xiaomi,Wifi,1369,720,xhdpi
300c52e1-b4d7-48ff-accd-6df2497763d7,modeling,0,1,34325.17,5440.76,0,77,68224,0,0,17,5611,5665,858.19,0,31961,68224,8,1.57,0,0,0,0,0,153941,20000,2,0,8.53,173778,0,15523.94,0.2,0.83,0,0,0,0,0,1363.781572,34690.17,0,13972.44,0,517.46,0,0,0,0,7133.83,0,0,xiaomi,airtel,Xiaomi Redmi Note 6 Pro,20.50.16 (040408-351607135),Xiaomi,4G,2150,1080,xhdpi
40552973-50a5-4a7a-887b-aae960b21380,modeling,0,0,28327.17,1555.66,0,129,86005,0,0,1,0,13766.67,1371.22,0,341,3814,0,1.67,0,0,0,0,0,186298.76,1805,0,0,2.33,304643.44,0,20268.47,0.42,1.42,0,0,0,0,0,847.71903,43731.36,1,21127.06,0,675.62,0,0,0,0,1994.5,0,0,vivo,airtel,Vivo 1935,20.50.16 (120408-351607135),vivo,Unknown_0,2115,1080,xxhdpi
45ed042b-967a-48a9-8f34-af503d952aaf,modeling,0,4,22435.29,84928.05,0,121,72262.22,0,0,1,100,8606.17,1426.3,0,520.22,2102.22,2,1.6,0,0,0,0,0,214634.76,13610,1,0,2.24,311583.76,0,17730.45,0.49,2,0,0,0,0,1,5328.468428,36743.5,0,116514.63,0,591.02,2,1340,,0,2988.93,0,0,OPPO,Jio 4G,OPPO CPH1931,20.50.16 (120406-351607135),OPPO,Unknown_0,1456,720,xhdpi
541a4f06-e329-4243-93a1-86fa0780fafc,modeling,0,,403765.96,11216.38,0,324,75057.89,0,0,1,0,9572.83,14092.49,0,857,8339.49,3,0.64,0,0,0,0,0,1362656.53,0,0,0,0.6,2660754.52,0,386871.36,1.68,1,0,0,0,2,2,2827.385218,38165.03,0,100801.24,0,12895.71,,,0,0,5386,0,0,OPPO,JIO 4G,OPPO CPH1723,20.45.16 (040408-344294571),OPPO,4G,2016,1080,xxhdpi
6eeb5e44-ce4b-44db-930e-eb827262563f,modeling,0,2,125063.5,32582.53,0,42,169244.82,0,0,0,0,3893.62,844.7,1,49959.88,4895.88,6,1.57,0,0,0,0,0,154580,9683,0,0,,154580,0,125063.5,2.47,0.79,0,0,0,0,0,6671.830334,110377.06,0,110377.06,0,11525.46,2,0,0,0,16590.91,0,0,vivo,Airtel,Vivo V2027,20.47.13 (120406-344095733),vivo,Unknown,1459,720,xhdpi
7786daef-1c58-4810-9f13-34100721d8bf,modeling,0,2,35995.74,17894.99,0,92,44020.17,0,0,7,0,2315.78,1509.19,1,1420.17,950.05,5,0.92,0,0,0,0,0,268048.18,12131,0,0,1.84,276181.18,0,35995.74,0.57,1.43,0,0,0,7,11,17486.25352,22383.14,0,58508.13,0,1199.86,0,0,0,0,4910.59,0,0,samsung,Jio 4G,Samsung SM-M205F,20.50.16 (100400-351607135),samsung,4G,2111,1080,xxhdpi
78675114-06e8-439c-8d93-b8eea3dfa23e,modeling,0,0,74288.99,119410.53,0,88,183945.56,0,0,2,0,7666.67,2391.13,0,4123,14199.32,19,1.9,0,0,0,0,0,345410.28,0,0,0,3.78,610453.91,0,72240.47,0.3,0.87,0,0,0,0,0,2715.643805,183945.56,0,178895.32,0,2657.12,0,0,0,0,7115.88,0,0,realme,Jio 4G,Realme RMX2170,21.02.14 (120408-352619232),realme,Unknown_0,2290,1080,xhdpi
79a8da0d-a380-418a-9c85-02c9226134c9,modeling,0,0,24658.56,31.26,0,43,15958.53,0,0,2,0,0,298.77,0,6,4471,0,1.66,0,0,0,0,0,54674.41,2604,0,0,1688.68,54674.41,0,24658.56,0.64,0.99,,0,0,0,0,4125.399252,8114.51,0,10915.18,0,821.95,0,0,0,0,2110.19,,0,samsung,airtel,Samsung SM-A505F,20.50.16 (120400-351607135),samsung,Wifi,2131,1080,xhdpi
7d92d9c4-49d4-49a3-8f3e-1549e3988408,modeling,0,,219433.85,27342.62,0,156,66645.7,0,0,1,0,0,6227.62,1,182,3233,0,1.62,0,0,0,0,0,1089104.81,0,0,0,3.48,1139654.51,0,219433.85,1.2,1.24,0,0,0,0,0,3412.150772,33887.64,0,90589.07,0,7314.46,,,,0,10446.55,0,0,xiaomi,Jio 4G,Xiaomi Mi A1,20.50.16 (100408-351607135),Xiaomi,4G,1920,1080,xxhdpi
8f0e883e-19ff-4d06-bb20-393bd4f395cb,modeling,0,0,2216,5582.63,1,27,,0,0,2,0,83.33,71.77,0,10607,9641,1,0,0,0,0,0,0,13134,500,0,0,,13370,0,1764.96,0.14,0.99,0,0,0,0,0,27046.99631,,0,10353.16,0,67.84,0,0,0,0,,0,0,samsung,Jio 4G,Samsung SM-A207F,20.47.14 (120400-349456378),samsung,Wifi,1410,720,xhdpi
